"","hospital","id","category","procedures","deaths","mort_rate","mort_rate_overall","EMR","total_procedures","overall_deaths","cat1","cat2","cat3","cat4","cat5","Overall_procedures","prop_5","prop_4","prop_45","teaching","trauma_level","helipad","ped_trauma","ped_trauma_level","nbeds","npediatricbeds","nbassinets","rural","nicu","nicu_level","top50_ped_anyspecialty","top50_ped_cardio","rank_ped_cardio","top50_ped_pulm","rank_ped_pulm","hosp_index","cluster_kmeans","cluster_pop"
"201","Joe DiMaggio Children's Hospital",1306177589,"Category 2",182,4,0.021978021978022,0.0369068541300527,0.016,569,21,169,182,55,136,27,569,0.0474516695957821,0.239015817223199,0.286467486818981,1,1,1,1,1,226,226,84,0,1,3,1,1,48,0,NA,41,"2","2"
"202","Joe DiMaggio Children's Hospital",1306177589,"Category 3",55,2,0.0363636363636364,0.0369068541300527,0.025,569,21,169,182,55,136,27,569,0.0474516695957821,0.239015817223199,0.286467486818981,1,1,1,1,1,226,226,84,0,1,3,1,1,48,0,NA,41,"2","2"
"203","Joe DiMaggio Children's Hospital",1306177589,"Category 4",136,8,0.0588235294117647,0.0369068541300527,0.065,569,21,169,182,55,136,27,569,0.0474516695957821,0.239015817223199,0.286467486818981,1,1,1,1,1,226,226,84,0,1,3,1,1,48,0,NA,41,"2","2"
"204","Joe DiMaggio Children's Hospital",1306177589,"Category 5",27,5,0.185185185185185,0.0369068541300527,0.105,569,21,169,182,55,136,27,569,0.0474516695957821,0.239015817223199,0.286467486818981,1,1,1,1,1,226,226,84,0,1,3,1,1,48,0,NA,41,"2","2"
"205","Johns Hopkins All Children's Hospital",1427114099,"Category 1",185,0,0,0.0354609929078014,0.004,705,25,185,263,58,156,43,705,0.0609929078014184,0.221276595744681,0.282269503546099,1,2,1,1,2,259,NA,97,0,1,4,1,0,NA,1,47,42,"3","2"
"206","Johns Hopkins All Children's Hospital",1427114099,"Category 2",263,3,0.0114068441064639,0.0354609929078014,0.014,705,25,185,263,58,156,43,705,0.0609929078014184,0.221276595744681,0.282269503546099,1,2,1,1,2,259,NA,97,0,1,4,1,0,NA,1,47,42,"3","2"
"207","Johns Hopkins All Children's Hospital",1427114099,"Category 3",58,4,0.0689655172413793,0.0354609929078014,0.025,705,25,185,263,58,156,43,705,0.0609929078014184,0.221276595744681,0.282269503546099,1,2,1,1,2,259,NA,97,0,1,4,1,0,NA,1,47,42,"3","2"
"208","Johns Hopkins All Children's Hospital",1427114099,"Category 4",156,12,0.0769230769230769,0.0354609929078014,0.063,705,25,185,263,58,156,43,705,0.0609929078014184,0.221276595744681,0.282269503546099,1,2,1,1,2,259,NA,97,0,1,4,1,0,NA,1,47,42,"3","2"
"209","Johns Hopkins All Children's Hospital",1427114099,"Category 5",43,6,0.13953488372093,0.0354609929078014,0.116,705,25,185,263,58,156,43,705,0.0609929078014184,0.221276595744681,0.282269503546099,1,2,1,1,2,259,NA,97,0,1,4,1,0,NA,1,47,42,"3","2"
"210","Le Bonheur Children's Hospital",1386709871,"Category 1",345,1,0.00289855072463768,0.0235756385068762,0.005,1018,24,345,286,87,260,40,1018,0.0392927308447937,0.255402750491159,0.294695481335953,1,1,1,1,1,255,NA,60,0,1,4,1,1,13,1,46,43,"3","2"
"211","Le Bonheur Children's Hospital",1386709871,"Category 2",286,2,0.00699300699300699,0.0235756385068762,0.019,1018,24,345,286,87,260,40,1018,0.0392927308447937,0.255402750491159,0.294695481335953,1,1,1,1,1,255,NA,60,0,1,4,1,1,13,1,46,43,"3","2"
"212","Le Bonheur Children's Hospital",1386709871,"Category 3",87,2,0.0229885057471264,0.0235756385068762,0.03,1018,24,345,286,87,260,40,1018,0.0392927308447937,0.255402750491159,0.294695481335953,1,1,1,1,1,255,NA,60,0,1,4,1,1,13,1,46,43,"3","2"
"213","Le Bonheur Children's Hospital",1386709871,"Category 4",260,12,0.0461538461538462,0.0235756385068762,0.077,1018,24,345,286,87,260,40,1018,0.0392927308447937,0.255402750491159,0.294695481335953,1,1,1,1,1,255,NA,60,0,1,4,1,1,13,1,46,43,"3","2"
"214","Le Bonheur Children's Hospital",1386709871,"Category 5",40,7,0.175,0.0235756385068762,0.223,1018,24,345,286,87,260,40,1018,0.0392927308447937,0.255402750491159,0.294695481335953,1,1,1,1,1,255,NA,60,0,1,4,1,1,13,1,46,43,"3","2"
"215","Loma Linda University Medical Center and Children's Hospital",1194731935,"Category 1",218,3,0.0137614678899083,0.0441379310344828,0.006,725,32,218,225,63,185,34,725,0.0468965517241379,0.255172413793103,0.302068965517241,1,1,1,1,1,343,NA,84,0,1,4,0,0,NA,0,NA,44,"2","2"
"216","Loma Linda University Medical Center and Children's Hospital",1194731935,"Category 2",225,2,0.00888888888888889,0.0441379310344828,0.016,725,32,218,225,63,185,34,725,0.0468965517241379,0.255172413793103,0.302068965517241,1,1,1,1,1,343,NA,84,0,1,4,0,0,NA,0,NA,44,"2","2"
"217","Loma Linda University Medical Center and Children's Hospital",1194731935,"Category 3",63,3,0.0476190476190476,0.0441379310344828,0.024,725,32,218,225,63,185,34,725,0.0468965517241379,0.255172413793103,0.302068965517241,1,1,1,1,1,343,NA,84,0,1,4,0,0,NA,0,NA,44,"2","2"
"218","Loma Linda University Medical Center and Children's Hospital",1194731935,"Category 4",185,17,0.0918918918918919,0.0441379310344828,0.065,725,32,218,225,63,185,34,725,0.0468965517241379,0.255172413793103,0.302068965517241,1,1,1,1,1,343,NA,84,0,1,4,0,0,NA,0,NA,44,"2","2"
"219","Loma Linda University Medical Center and Children's Hospital",1194731935,"Category 5",34,7,0.205882352941176,0.0441379310344828,0.156,725,32,218,225,63,185,34,725,0.0468965517241379,0.255172413793103,0.302068965517241,1,1,1,1,1,343,NA,84,0,1,4,0,0,NA,0,NA,44,"2","2"
"220","Maine Medical Center",1760436216,"Category 1",129,0,0,0.0316455696202532,0.003,316,10,129,107,42,33,5,316,0.0158227848101266,0.104430379746835,0.120253164556962,1,1,1,1,1,116,NA,31,0,1,3,0,0,NA,0,NA,45,"4","1"
"221","Maine Medical Center",1760436216,"Category 2",107,2,0.0186915887850467,0.0316455696202532,0.013,316,10,129,107,42,33,5,316,0.0158227848101266,0.104430379746835,0.120253164556962,1,1,1,1,1,116,NA,31,0,1,3,0,0,NA,0,NA,45,"4","1"
"222","Maine Medical Center",1760436216,"Category 3",42,2,0.0476190476190476,0.0316455696202532,0.025,316,10,129,107,42,33,5,316,0.0158227848101266,0.104430379746835,0.120253164556962,1,1,1,1,1,116,NA,31,0,1,3,0,0,NA,0,NA,45,"4","1"
"223","Maine Medical Center",1760436216,"Category 4",33,3,0.0909090909090909,0.0316455696202532,0.039,316,10,129,107,42,33,5,316,0.0158227848101266,0.104430379746835,0.120253164556962,1,1,1,1,1,116,NA,31,0,1,3,0,0,NA,0,NA,45,"4","1"
"224","Maine Medical Center",1760436216,"Category 5",5,3,0.6,0.0316455696202532,0.157,316,10,129,107,42,33,5,316,0.0158227848101266,0.104430379746835,0.120253164556962,1,1,1,1,1,116,NA,31,0,1,3,0,0,NA,0,NA,45,"4","1"
"225","Mayo Clinic Hospital - Rochester",1841266194,"Category 1",282,1,0.00354609929078014,0.026027397260274,0.004,1460,38,282,546,152,459,21,1460,0.0143835616438356,0.314383561643836,0.328767123287671,1,1,1,1,1,148,NA,NA,0,1,NA,1,1,42,0,NA,46,"1","1"
"226","Mayo Clinic Hospital - Rochester",1841266194,"Category 2",546,11,0.0201465201465201,0.026027397260274,0.018,1460,38,282,546,152,459,21,1460,0.0143835616438356,0.314383561643836,0.328767123287671,1,1,1,1,1,148,NA,NA,0,1,NA,1,1,42,0,NA,46,"1","1"
"227","Mayo Clinic Hospital - Rochester",1841266194,"Category 3",152,2,0.0131578947368421,0.026027397260274,0.022,1460,38,282,546,152,459,21,1460,0.0143835616438356,0.314383561643836,0.328767123287671,1,1,1,1,1,148,NA,NA,0,1,NA,1,1,42,0,NA,46,"1","1"
"228","Mayo Clinic Hospital - Rochester",1841266194,"Category 4",459,17,0.037037037037037,0.026027397260274,0.038,1460,38,282,546,152,459,21,1460,0.0143835616438356,0.314383561643836,0.328767123287671,1,1,1,1,1,148,NA,NA,0,1,NA,1,1,42,0,NA,46,"1","1"
"229","Mayo Clinic Hospital - Rochester",1841266194,"Category 5",21,7,0.333333333333333,0.026027397260274,0.206,1460,38,282,546,152,459,21,1460,0.0143835616438356,0.314383561643836,0.328767123287671,1,1,1,1,1,148,NA,NA,0,1,NA,1,1,42,0,NA,46,"1","1"
"230","Mercy Medical Center",1508964883,"Category 1",111,0,0,0.0131578947368421,0.003,380,5,111,165,36,66,2,380,0.00526315789473684,0.173684210526316,0.178947368421053,1,2,1,1,2,178,NA,NA,0,1,3,0,0,NA,0,NA,47,"3","2"
"231","Mercy Medical Center",1508964883,"Category 2",165,0,0,0.0131578947368421,0.01,380,5,111,165,36,66,2,380,0.00526315789473684,0.173684210526316,0.178947368421053,1,2,1,1,2,178,NA,NA,0,1,3,0,0,NA,0,NA,47,"3","2"
"232","Mercy Medical Center",1508964883,"Category 3",36,0,0,0.0131578947368421,0.019,380,5,111,165,36,66,2,380,0.00526315789473684,0.173684210526316,0.178947368421053,1,2,1,1,2,178,NA,NA,0,1,3,0,0,NA,0,NA,47,"3","2"
"233","Mercy Medical Center",1508964883,"Category 4",66,4,0.0606060606060606,0.0131578947368421,0.057,380,5,111,165,36,66,2,380,0.00526315789473684,0.173684210526316,0.178947368421053,1,2,1,1,2,178,NA,NA,0,1,3,0,0,NA,0,NA,47,"3","2"
"234","Mercy Medical Center",1508964883,"Category 5",2,1,0.5,0.0131578947368421,0.146,380,5,111,165,36,66,2,380,0.00526315789473684,0.173684210526316,0.178947368421053,1,2,1,1,2,178,NA,NA,0,1,3,0,0,NA,0,NA,47,"3","2"
"235","Mount Sinai Hospital",1932103413,"Category 1",208,2,0.00961538461538462,0.03515625,0.005,512,18,208,149,61,88,6,512,0.01171875,0.171875,0.18359375,1,1,1,1,1,102,102,NA,0,1,4,1,0,NA,0,NA,48,"1","3"
"236","Mount Sinai Hospital",1932103413,"Category 2",149,5,0.0335570469798658,0.03515625,0.016,512,18,208,149,61,88,6,512,0.01171875,0.171875,0.18359375,1,1,1,1,1,102,102,NA,0,1,4,1,0,NA,0,NA,48,"1","3"
"237","Mount Sinai Hospital",1932103413,"Category 3",61,3,0.0491803278688525,0.03515625,0.019,512,18,208,149,61,88,6,512,0.01171875,0.171875,0.18359375,1,1,1,1,1,102,102,NA,0,1,4,1,0,NA,0,NA,48,"1","3"
"238","Mount Sinai Hospital",1932103413,"Category 4",88,7,0.0795454545454545,0.03515625,0.05,512,18,208,149,61,88,6,512,0.01171875,0.171875,0.18359375,1,1,1,1,1,102,102,NA,0,1,4,1,0,NA,0,NA,48,"1","3"
"239","Mount Sinai Hospital",1932103413,"Category 5",6,1,0.166666666666667,0.03515625,0.108,512,18,208,149,61,88,6,512,0.01171875,0.171875,0.18359375,1,1,1,1,1,102,102,NA,0,1,4,1,0,NA,0,NA,48,"1","3"
"240","MUSC Children's Hospital",1073605879,"Category 1",356,1,0.00280898876404494,0.0190972222222222,0.004,1152,22,356,339,146,252,59,1152,0.0512152777777778,0.21875,0.269965277777778,1,1,1,1,1,250,NA,66,0,1,4,1,1,10,0,NA,49,"2","1"
"241","MUSC Children's Hospital",1073605879,"Category 2",339,2,0.00589970501474926,0.0190972222222222,0.014,1152,22,356,339,146,252,59,1152,0.0512152777777778,0.21875,0.269965277777778,1,1,1,1,1,250,NA,66,0,1,4,1,1,10,0,NA,49,"2","1"
"242","MUSC Children's Hospital",1073605879,"Category 3",146,0,0,0.0190972222222222,0.023,1152,22,356,339,146,252,59,1152,0.0512152777777778,0.21875,0.269965277777778,1,1,1,1,1,250,NA,66,0,1,4,1,1,10,0,NA,49,"2","1"
"243","MUSC Children's Hospital",1073605879,"Category 4",252,15,0.0595238095238095,0.0190972222222222,0.062,1152,22,356,339,146,252,59,1152,0.0512152777777778,0.21875,0.269965277777778,1,1,1,1,1,250,NA,66,0,1,4,1,1,10,0,NA,49,"2","1"
"244","MUSC Children's Hospital",1073605879,"Category 5",59,4,0.0677966101694915,0.0190972222222222,0.153,1152,22,356,339,146,252,59,1152,0.0512152777777778,0.21875,0.269965277777778,1,1,1,1,1,250,NA,66,0,1,4,1,1,10,0,NA,49,"2","1"
"245","Nationwide Children's Hospital",1093894131,"Category 1",400,2,0.005,0.043602573266619,0.004,1399,61,400,456,145,260,138,1399,0.0986418870621873,0.185847033595425,0.284488920657613,1,1,1,1,1,673,NA,114,0,1,4,1,1,32,1,6,50,"2","2"
"246","Nationwide Children's Hospital",1093894131,"Category 2",456,10,0.0219298245614035,0.043602573266619,0.015,1399,61,400,456,145,260,138,1399,0.0986418870621873,0.185847033595425,0.284488920657613,1,1,1,1,1,673,NA,114,0,1,4,1,1,32,1,6,50,"2","2"
"247","Nationwide Children's Hospital",1093894131,"Category 3",145,6,0.0413793103448276,0.043602573266619,0.027,1399,61,400,456,145,260,138,1399,0.0986418870621873,0.185847033595425,0.284488920657613,1,1,1,1,1,673,NA,114,0,1,4,1,1,32,1,6,50,"2","2"
"248","Nationwide Children's Hospital",1093894131,"Category 4",260,23,0.0884615384615385,0.043602573266619,0.063,1399,61,400,456,145,260,138,1399,0.0986418870621873,0.185847033595425,0.284488920657613,1,1,1,1,1,673,NA,114,0,1,4,1,1,32,1,6,50,"2","2"
"249","Nationwide Children's Hospital",1093894131,"Category 5",138,20,0.144927536231884,0.043602573266619,0.12,1399,61,400,456,145,260,138,1399,0.0986418870621873,0.185847033595425,0.284488920657613,1,1,1,1,1,673,NA,114,0,1,4,1,1,32,1,6,50,"2","2"
"250","Nemours Children's Hospital",1881944346,"Category 1",61,0,0,0.00909090909090909,0.002,110,1,61,22,9,18,0,110,0,0.163636363636364,0.163636363636364,1,2,1,1,2,130,NA,NA,0,1,3,0,0,NA,0,NA,51,"1","2"
"251","Nemours Children's Hospital",1881944346,"Category 2",22,0,0,0.00909090909090909,0.014,110,1,61,22,9,18,0,110,0,0.163636363636364,0.163636363636364,1,2,1,1,2,130,NA,NA,0,1,3,0,0,NA,0,NA,51,"1","2"
"252","Nemours Children's Hospital",1881944346,"Category 3",9,0,0,0.00909090909090909,0.016,110,1,61,22,9,18,0,110,0,0.163636363636364,0.163636363636364,1,2,1,1,2,130,NA,NA,0,1,3,0,0,NA,0,NA,51,"1","2"
"253","Nemours Children's Hospital",1881944346,"Category 4",18,1,0.0555555555555556,0.00909090909090909,0.025,110,1,61,22,9,18,0,110,0,0.163636363636364,0.163636363636364,1,2,1,1,2,130,NA,NA,0,1,3,0,0,NA,0,NA,51,"1","2"
"253","Nemours Children's Hospital",1881944346,"Category 5",0,0,0,0.00909090909090909,0.025,110,1,61,22,9,18,0,110,0,0.163636363636364,0.163636363636364,1,2,1,1,2,130,NA,NA,0,1,3,0,0,NA,0,NA,51,"1","2"
"254","New York Presbyterian / Morgan Stanley Children's Hospital",1194832477,"Category 1",794,4,0.00503778337531486,0.0239669421487603,0.004,2420,58,794,759,262,512,93,2420,0.0384297520661157,0.211570247933884,0.25,1,1,NA,1,1,299,27,62,0,1,4,1,1,21,1,20,52,"2","3"
"255","New York Presbyterian / Morgan Stanley Children's Hospital",1194832477,"Category 2",759,14,0.0184453227931489,0.0239669421487603,0.015,2420,58,794,759,262,512,93,2420,0.0384297520661157,0.211570247933884,0.25,1,1,NA,1,1,299,27,62,0,1,4,1,1,21,1,20,52,"2","3"
"256","New York Presbyterian / Morgan Stanley Children's Hospital",1194832477,"Category 3",262,7,0.0267175572519084,0.0239669421487603,0.022,2420,58,794,759,262,512,93,2420,0.0384297520661157,0.211570247933884,0.25,1,1,NA,1,1,299,27,62,0,1,4,1,1,21,1,20,52,"2","3"
"257","New York Presbyterian / Morgan Stanley Children's Hospital",1194832477,"Category 4",512,26,0.05078125,0.0239669421487603,0.056,2420,58,794,759,262,512,93,2420,0.0384297520661157,0.211570247933884,0.25,1,1,NA,1,1,299,27,62,0,1,4,1,1,21,1,20,52,"2","3"
"258","New York Presbyterian / Morgan Stanley Children's Hospital",1194832477,"Category 5",93,7,0.0752688172043011,0.0239669421487603,0.129,2420,58,794,759,262,512,93,2420,0.0384297520661157,0.211570247933884,0.25,1,1,NA,1,1,299,27,62,0,1,4,1,1,21,1,20,52,"2","3"
"259","Nicklaus Children's Hospital",1871540237,"Category 1",296,1,0.00337837837837838,0.0378151260504202,0.004,952,36,296,351,73,185,47,952,0.0493697478991597,0.194327731092437,0.243697478991597,1,1,1,1,1,309,NA,40,0,1,3,1,1,46,1,35,53,"1","2"
"260","Nicklaus Children's Hospital",1871540237,"Category 2",351,5,0.0142450142450142,0.0378151260504202,0.016,952,36,296,351,73,185,47,952,0.0493697478991597,0.194327731092437,0.243697478991597,1,1,1,1,1,309,NA,40,0,1,3,1,1,46,1,35,53,"1","2"
"261","Nicklaus Children's Hospital",1871540237,"Category 3",73,0,0,0.0378151260504202,0.022,952,36,296,351,73,185,47,952,0.0493697478991597,0.194327731092437,0.243697478991597,1,1,1,1,1,309,NA,40,0,1,3,1,1,46,1,35,53,"1","2"
"262","Nicklaus Children's Hospital",1871540237,"Category 4",185,20,0.108108108108108,0.0378151260504202,0.066,952,36,296,351,73,185,47,952,0.0493697478991597,0.194327731092437,0.243697478991597,1,1,1,1,1,309,NA,40,0,1,3,1,1,46,1,35,53,"1","2"
"263","Nicklaus Children's Hospital",1871540237,"Category 5",47,10,0.212765957446809,0.0378151260504202,0.161,952,36,296,351,73,185,47,952,0.0493697478991597,0.194327731092437,0.243697478991597,1,1,1,1,1,309,NA,40,0,1,3,1,1,46,1,35,53,"1","2"
"264","Norton Children's Hospital",1982609442,"Category 1",323,1,0.00309597523219814,0.0386803185437998,0.003,879,34,323,254,96,177,29,879,0.0329920364050057,0.201365187713311,0.234357224118316,1,1,1,1,1,300,NA,101,0,1,4,1,0,NA,0,NA,54,"1","2"
"265","Norton Children's Hospital",1982609442,"Category 2",254,5,0.0196850393700787,0.0386803185437998,0.017,879,34,323,254,96,177,29,879,0.0329920364050057,0.201365187713311,0.234357224118316,1,1,1,1,1,300,NA,101,0,1,4,1,0,NA,0,NA,54,"1","2"
"266","Norton Children's Hospital",1982609442,"Category 3",96,7,0.0729166666666667,0.0386803185437998,0.025,879,34,323,254,96,177,29,879,0.0329920364050057,0.201365187713311,0.234357224118316,1,1,1,1,1,300,NA,101,0,1,4,1,0,NA,0,NA,54,"1","2"
"267","Norton Children's Hospital",1982609442,"Category 4",177,14,0.0790960451977401,0.0386803185437998,0.063,879,34,323,254,96,177,29,879,0.0329920364050057,0.201365187713311,0.234357224118316,1,1,1,1,1,300,NA,101,0,1,4,1,0,NA,0,NA,54,"1","2"
"268","Norton Children's Hospital",1982609442,"Category 5",29,7,0.241379310344828,0.0386803185437998,0.195,879,34,323,254,96,177,29,879,0.0329920364050057,0.201365187713311,0.234357224118316,1,1,1,1,1,300,NA,101,0,1,4,1,0,NA,0,NA,54,"1","2"
"269","Ochsner Health System",1811973100,"Category 1",132,0,0,0.0240641711229947,0.003,374,9,132,151,25,57,9,374,0.0240641711229947,0.152406417112299,0.176470588235294,1,1,1,1,1,125,71,54,0,1,4,1,1,42,0,NA,55,"1","2"
"270","Ochsner Health System",1811973100,"Category 2",151,4,0.0264900662251656,0.0240641711229947,0.015,374,9,132,151,25,57,9,374,0.0240641711229947,0.152406417112299,0.176470588235294,1,1,1,1,1,125,71,54,0,1,4,1,1,42,0,NA,55,"1","2"
"271","Ochsner Health System",1811973100,"Category 3",25,0,0,0.0240641711229947,0.024,374,9,132,151,25,57,9,374,0.0240641711229947,0.152406417112299,0.176470588235294,1,1,1,1,1,125,71,54,0,1,4,1,1,42,0,NA,55,"1","2"
"272","Ochsner Health System",1811973100,"Category 4",57,4,0.0701754385964912,0.0240641711229947,0.063,374,9,132,151,25,57,9,374,0.0240641711229947,0.152406417112299,0.176470588235294,1,1,1,1,1,125,71,54,0,1,4,1,1,42,0,NA,55,"1","2"
"273","Ochsner Health System",1811973100,"Category 5",9,1,0.111111111111111,0.0240641711229947,0.124,374,9,132,151,25,57,9,374,0.0240641711229947,0.152406417112299,0.176470588235294,1,1,1,1,1,125,71,54,0,1,4,1,1,42,0,NA,55,"1","2"
"274","Penn State Children's Hospital",1568435477,"Category 1",211,0,0,0.00860585197934595,0.004,581,5,211,190,64,87,29,581,0.0499139414802065,0.14974182444062,0.199655765920826,1,1,1,1,1,134,72,42,0,1,4,1,1,16,1,38,56,"3","1"
"275","Penn State Children's Hospital",1568435477,"Category 2",190,0,0,0.00860585197934595,0.015,581,5,211,190,64,87,29,581,0.0499139414802065,0.14974182444062,0.199655765920826,1,1,1,1,1,134,72,42,0,1,4,1,1,16,1,38,56,"3","1"
"276","Penn State Children's Hospital",1568435477,"Category 3",64,0,0,0.00860585197934595,0.021,581,5,211,190,64,87,29,581,0.0499139414802065,0.14974182444062,0.199655765920826,1,1,1,1,1,134,72,42,0,1,4,1,1,16,1,38,56,"3","1"
"277","Penn State Children's Hospital",1568435477,"Category 4",87,2,0.0229885057471264,0.00860585197934595,0.06,581,5,211,190,64,87,29,581,0.0499139414802065,0.14974182444062,0.199655765920826,1,1,1,1,1,134,72,42,0,1,4,1,1,16,1,38,56,"3","1"
"278","Penn State Children's Hospital",1568435477,"Category 5",29,3,0.103448275862069,0.00860585197934595,0.218,581,5,211,190,64,87,29,581,0.0499139414802065,0.14974182444062,0.199655765920826,1,1,1,1,1,134,72,42,0,1,4,1,1,16,1,38,56,"3","1"
"279","Phoenix Children's Hospital",1760480503,"Category 1",463,2,0.00431965442764579,0.0146310432569975,0.003,1572,23,463,526,176,339,68,1572,0.0432569974554707,0.215648854961832,0.258905852417303,1,1,1,1,1,433,46,33,0,1,3,1,0,NA,1,37,57,"4","2"
"280","Phoenix Children's Hospital",1760480503,"Category 2",526,7,0.0133079847908745,0.0146310432569975,0.016,1572,23,463,526,176,339,68,1572,0.0432569974554707,0.215648854961832,0.258905852417303,1,1,1,1,1,433,46,33,0,1,3,1,0,NA,1,37,57,"4","2"
"281","Phoenix Children's Hospital",1760480503,"Category 3",176,1,0.00568181818181818,0.0146310432569975,0.023,1572,23,463,526,176,339,68,1572,0.0432569974554707,0.215648854961832,0.258905852417303,1,1,1,1,1,433,46,33,0,1,3,1,0,NA,1,37,57,"4","2"
"282","Phoenix Children's Hospital",1760480503,"Category 4",339,9,0.0265486725663717,0.0146310432569975,0.07,1572,23,463,526,176,339,68,1572,0.0432569974554707,0.215648854961832,0.258905852417303,1,1,1,1,1,433,46,33,0,1,3,1,0,NA,1,37,57,"4","2"
"283","Phoenix Children's Hospital",1760480503,"Category 5",68,4,0.0588235294117647,0.0146310432569975,0.136,1572,23,463,526,176,339,68,1572,0.0432569974554707,0.215648854961832,0.258905852417303,1,1,1,1,1,433,46,33,0,1,3,1,0,NA,1,37,57,"4","2"
"284","Primary Children's Hospital",1235148594,"Category 1",310,4,0.0129032258064516,0.0334059549745824,0.003,1377,46,310,431,172,395,69,1377,0.0501089324618736,0.286855482933914,0.336964415395788,1,1,1,1,1,289,160,50,0,1,4,1,1,44,0,NA,58,"2","2"
"285","Primary Children's Hospital",1235148594,"Category 2",431,6,0.0139211136890951,0.0334059549745824,0.013,1377,46,310,431,172,395,69,1377,0.0501089324618736,0.286855482933914,0.336964415395788,1,1,1,1,1,289,160,50,0,1,4,1,1,44,0,NA,58,"2","2"
"286","Primary Children's Hospital",1235148594,"Category 3",172,1,0.00581395348837209,0.0334059549745824,0.015,1377,46,310,431,172,395,69,1377,0.0501089324618736,0.286855482933914,0.336964415395788,1,1,1,1,1,289,160,50,0,1,4,1,1,44,0,NA,58,"2","2"
"287","Primary Children's Hospital",1235148594,"Category 4",395,25,0.0632911392405063,0.0334059549745824,0.045,1377,46,310,431,172,395,69,1377,0.0501089324618736,0.286855482933914,0.336964415395788,1,1,1,1,1,289,160,50,0,1,4,1,1,44,0,NA,58,"2","2"
"288","Primary Children's Hospital",1235148594,"Category 5",69,10,0.144927536231884,0.0334059549745824,0.114,1377,46,310,431,172,395,69,1377,0.0501089324618736,0.286855482933914,0.336964415395788,1,1,1,1,1,289,160,50,0,1,4,1,1,44,0,NA,58,"2","2"
"289","Providence Sacred Heart Medical Center and Children's Hospital",1891947263,"Category 1",137,0,0,0.0208768267223382,0.003,479,10,137,165,60,83,34,479,0.0709812108559499,0.173277661795407,0.244258872651357,1,1,1,1,1,632,177,NA,0,1,4,0,0,NA,0,NA,59,"1","1"
"290","Providence Sacred Heart Medical Center and Children's Hospital",1891947263,"Category 2",165,4,0.0242424242424242,0.0208768267223382,0.013,479,10,137,165,60,83,34,479,0.0709812108559499,0.173277661795407,0.244258872651357,1,1,1,1,1,632,177,NA,0,1,4,0,0,NA,0,NA,59,"1","1"
"291","Providence Sacred Heart Medical Center and Children's Hospital",1891947263,"Category 3",60,0,0,0.0208768267223382,0.023,479,10,137,165,60,83,34,479,0.0709812108559499,0.173277661795407,0.244258872651357,1,1,1,1,1,632,177,NA,0,1,4,0,0,NA,0,NA,59,"1","1"
"292","Providence Sacred Heart Medical Center and Children's Hospital",1891947263,"Category 4",83,4,0.0481927710843374,0.0208768267223382,0.05,479,10,137,165,60,83,34,479,0.0709812108559499,0.173277661795407,0.244258872651357,1,1,1,1,1,632,177,NA,0,1,4,0,0,NA,0,NA,59,"1","1"
"293","Providence Sacred Heart Medical Center and Children's Hospital",1891947263,"Category 5",34,2,0.0588235294117647,0.0208768267223382,0.117,479,10,137,165,60,83,34,479,0.0709812108559499,0.173277661795407,0.244258872651357,1,1,1,1,1,632,177,NA,0,1,4,0,0,NA,0,NA,59,"1","1"
"294","Rady Children's Hospital San Diego",1710065933,"Category 1",298,1,0.00335570469798658,0.0264084507042254,0.003,1136,30,298,373,118,320,27,1136,0.0237676056338028,0.28169014084507,0.305457746478873,1,1,1,1,1,505,NA,60,0,1,4,1,1,21,1,18,60,"4","2"
"295","Rady Children's Hospital San Diego",1710065933,"Category 2",373,7,0.0187667560321716,0.0264084507042254,0.014,1136,30,298,373,118,320,27,1136,0.0237676056338028,0.28169014084507,0.305457746478873,1,1,1,1,1,505,NA,60,0,1,4,1,1,21,1,18,60,"4","2"
"296","Rady Children's Hospital San Diego",1710065933,"Category 3",118,0,0,0.0264084507042254,0.026,1136,30,298,373,118,320,27,1136,0.0237676056338028,0.28169014084507,0.305457746478873,1,1,1,1,1,505,NA,60,0,1,4,1,1,21,1,18,60,"4","2"
"297","Rady Children's Hospital San Diego",1710065933,"Category 4",320,21,0.065625,0.0264084507042254,0.064,1136,30,298,373,118,320,27,1136,0.0237676056338028,0.28169014084507,0.305457746478873,1,1,1,1,1,505,NA,60,0,1,4,1,1,21,1,18,60,"4","2"
"298","Rady Children's Hospital San Diego",1710065933,"Category 5",27,1,0.037037037037037,0.0264084507042254,0.132,1136,30,298,373,118,320,27,1136,0.0237676056338028,0.28169014084507,0.305457746478873,1,1,1,1,1,505,NA,60,0,1,4,1,1,21,1,18,60,"4","2"
"299","Rainbow Babies & Children's Hospital",1518042175,"Category 1",42,0,0,0.0202702702702703,0.003,148,3,42,61,18,25,2,148,0.0135135135135135,0.168918918918919,0.182432432432432,1,1,0,1,1,244,NA,NA,0,1,4,1,0,NA,1,20,61,"3","2"
"300","Rainbow Babies & Children's Hospital",1518042175,"Category 2",61,1,0.0163934426229508,0.0202702702702703,0.02,148,3,42,61,18,25,2,148,0.0135135135135135,0.168918918918919,0.182432432432432,1,1,0,1,1,244,NA,NA,0,1,4,1,0,NA,1,20,61,"3","2"
